tempo médio em ms, desvio padrão do tempo, variação do tempo, média de memória, desvio padrão da memória, variação da memória, movimentos média, desvio padrão dos movimentos, variação dos movimentos
27.70,19.99,399.61,7.53,1.31,1.72,131.60,85.77,7356.44
