tempo médio em ms, desvio padrão do tempo, variação do tempo, média de memória, desvio padrão da memória, variação da memória, movimentos média, desvio padrão dos movimentos, variação dos movimentos
199.70,96.45,9302.81,12.29,5.44,29.64,341.20,163.53,26740.56
