tempo médio em ms, desvio padrão do tempo, variação do tempo, média de memória, desvio padrão da memória, variação da memória, movimentos média, desvio padrão dos movimentos, variação dos movimentos
902.50,420.79,177064.05,13.33,3.46,11.96,431.20,229.33,52591.56
